UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
DF,BRASILIA,UBS 12 BICA DO DER PLANALTINA,DF 128 CONDOMINIO SAMAUMA CONJUNTO A LOTE,13,PLANALTINA,"DF 128 CONDOMINIO SAMAUMA CONJUNTO A LOTE, PLANALTINA, BRASILIA, DF, BRASIL",-15.63631,-47.674040000000005,"Condomínio Nosso Lar Conjunto A, Planaltina - DF, Brasil","15 38m 10.716s S, 47 40m 26.544s W"
DF,BRASILIA,UBS 9 CEILANDIA,EQNP 28 32 LOTES A B C D,S/N,CEILANDIA SUL,"EQNP 28 32 LOTES A B C D, CEILANDIA SUL, BRASILIA, DF, BRASIL",-15.84806,-48.12587,"EQNP 28/32 Bloco A, Ceilândia - DF, 72235-561, Brasil","15 50m 53.016s S, 48 7m 33.132s W"
DF,BRASILIA,UBS 03 SAMAMBAIA,QN 429 CONJUNTO F LOTE 1 EXPANSAO DA SAMAMBAIA,1,SAMAMBAIA NORTE,"QN 429 CONJUNTO F LOTE 1 EXPANSAO DA SAMAMBAIA, SAMAMBAIA NORTE, BRASILIA, DF, BRASIL",-15.886510000000001,-48.12102,"Avenida Norte, 421, Samambaia - DF, Brasil","15 53m 11.436s S, 48 7m 15.672s W"
DF,BRASILIA,UBS 6 ALMECEGAS BRAZLANDIA,FAZENDA ALMECEGAS BR DF 180 DF 205 KM 05,S/N,BRAZLANDIA,"FAZENDA ALMECEGAS BR DF 180 DF 205 KM 05, BRAZLANDIA, BRASILIA, DF, BRASIL",-15.741670000000001,-48.16768,"DF-180, Brazlândia - DF, Brasil","15 44m 30.012s S, 48 10m 3.648s W"
DF,BRASILIA,UBS 02 RIACHO FUNDO I,QN 01 AREA ESPECIAL 01,1,RIACHO FUNDO I,"QN 01 AREA ESPECIAL 01, RIACHO FUNDO I, BRASILIA, DF, BRASIL",-15.87853,-48.019909999999996,"Qn 7 Área Especial 1, Riacho Fundo - DF, Brasil","15 52m 42.708s S, 48 1m 11.676s W"
DF,BRASILIA,UBS 13 BOA ESPERANCA CEILANDIA,NUCLEO RURAL BOA ESPERANCA,S/N,N R B ESPERANCA,"NUCLEO RURAL BOA ESPERANCA, N R B ESPERANCA, BRASILIA, DF, BRASIL",-15.698889999999999,-47.89927,"Núcleo Rural Boa Esperança II, Brasília - DF, Brasil","15 41m 56.004s S, 47 53m 57.372s W"
DF,BRASILIA,UBS 5 SETOR DE MANSOES SOBRADINHO II,COND MINI CHACARAS QMS 16 RUA 14 CASA,1,SOBRADINHO II,"COND MINI CHACARAS QMS 16 RUA 14 CASA, SOBRADINHO II, BRASILIA, DF, BRASIL",-15.684120000000002,-47.83256,"Quadra 2 Rua 14, 16, Sobradinho II, Sobradinho - DF, Brasil","15 41m 2.832s S, 47 49m 57.216s W"
DF,BRASILIA,UBS 7 SANTA MARIA,AV BRIGADEIRO PINTO DE MOURA,1,SANTA MARIA,"AV BRIGADEIRO PINTO DE MOURA, SANTA MARIA, BRASILIA, DF, BRASIL",-15.99424,-47.99155,"Avenida Brigadeiro Eduardo Gomes, Santa Maria - DF, Brasil","15 59m 39.264s S, 47 59m 29.58s W"
DF,BRASILIA,UBS 02 RIACHO FUNDO II,QC 01 CONJUNTO 10 LOTE 01,1,RIACHO FUNDO II,"QC 01 CONJUNTO 10 LOTE 01, RIACHO FUNDO II, BRASILIA, DF, BRASIL",-15.909720000000002,-48.04954,"Quadra Qc 1 Conjunto 10, Riacho Fundo II, Riacho Fundo - DF, Brasil","15 54m 34.992s S, 48 2m 58.344s W"
DF,BRASILIA,UBS 05 TAGUATINGA,SETOR D SUL AREA ESP N 23 TAGUATINGA SUL,23,TAGUATINGA,"SETOR D SUL AREA ESP N 23 TAGUATINGA SUL, TAGUATINGA, BRASILIA, DF, BRASIL",-15.85147,-48.04197,Taguatinga Sul,"15 51m 5.292s S, 48 2m 31.092s W"
DF,BRASILIA,UBS 8 CAVAS DE BAIXO SAO SEBASTIAO,BR 251 KM,29,CAVAS DE BAIXO,"BR 251 KM, CAVAS DE BAIXO, BRASILIA, DF, BRASIL",-15.77829,-47.92909,"Brasília, DF, Brasil","15 46m 41.844s S, 47 55m 44.724s W"
