UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
RJ,ANGRA DOS REIS,POSTO DE SAUDE DE MONSUABA,RUA SANTINHO MARQUES,186,MONSUABA,"RUA SANTINHO MARQUES, MONSUABA, ANGRA DOS REIS, RJ, BRASIL",-23.00966,-44.22133,"Rua Santinho Marques, 23916-060, Angra dos Reis","23 0m 34.776s S, 44 13m 16.788s W"
RJ,ANGRA DOS REIS,POSTO DE SAUDE DO BALNEARIO,RUA COMANDANTE SILVIO TRILHO,S/N,BALNEARIO,"RUA COMANDANTE SILVIO TRILHO, BALNEARIO, ANGRA DOS REIS, RJ, BRASIL",-22.99978,-44.30499,"Rua Comandante Sílvio Trilho, 23906-220, Angra dos Reis","22 59m 59.208s S, 44 18m 17.964s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DO BONFIM CONTORNO,ESTRADA VEREADOR BENEDITO ADELINO,1,BONFIM,"ESTRADA VEREADOR BENEDITO ADELINO, BONFIM, ANGRA DOS REIS, RJ, BRASIL",-23.01988,-44.33109,"Estrada Vereador Benedito Adelino, 23909-901, Angra dos Reis","23 1m 11.568s S, 44 19m 51.924s W"
RJ,ANGRA DOS REIS,POSTO DE SAUDE DO AREAL,RUA LAVRADOR JOAO ALVES FILHO,S/N,AREAL,"RUA LAVRADOR JOAO ALVES FILHO, AREAL, ANGRA DOS REIS, RJ, BRASIL",-22.97841,-44.29168,"Rua Lavrador João Alves Filho, 23932-140, Angra dos Reis","22 58m 42.276s S, 44 17m 30.048s W"
RJ,ANGRA DOS REIS,POSTO DE SAUDE DO BRACUHY,ESTRADA RIO SANTOS KM 115,S/N,BRACUHY,"ESTRADA RIO SANTOS KM 115, BRACUHY, ANGRA DOS REIS, RJ, BRASIL",-23.01549,-44.29376,"Rua Torre Ac Rod Rio Santos, Angra dos Reis","23 0m 55.764s S, 44 17m 37.536s W"
RJ,ANGRA DOS REIS,CENTRO COMUNITARIO DE SAUDE BELEM,AVENIDA SAO JOAQUIM,345,BELEM,"AVENIDA SAO JOAQUIM, BELEM, ANGRA DOS REIS, RJ, BRASIL",-22.96102,-44.29342,"Rua São Joaquim, 23916, Angra dos Reis","22 57m 39.672s S, 44 17m 36.312s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 3,RUA DOLOR BARRETO,21,PEREQUE,"RUA DOLOR BARRETO, PEREQUE, ANGRA DOS REIS, RJ, BRASIL",-23.00967,-44.53866,"Rua Dolon Barreto, 23916, 23954, Angra dos Reis","23 0m 34.812s S, 44 32m 19.176s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PEQUENAS PRAIAS,ILHA GRANDE,1,ILHA GRANDE,"ILHA GRANDE, ILHA GRANDE, ANGRA DOS REIS, RJ, BRASIL",-23.144369,-44.16799255931864,"Ilha Grande Hiking, 44, Rua das Flores, Abraão, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23968-000, Brasil","23 8m 39.7284s S, 44 10m 4.77321s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA CANTAGALO,RUA DO CANTAGALO,1,CANTAGALO,"RUA DO CANTAGALO, CANTAGALO, ANGRA DOS REIS, RJ, BRASIL",-23.0345714,-44.1750607,"Rua M, Vila dos Pescadores, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","23 2m 4.45704s S, 44 10m 30.2185s W"
RJ,ANGRA DOS REIS,CENTRO DE SAUDE DO FRADE,RUA BOA ESPERANCA,S/N,FRADE,"RUA BOA ESPERANCA, FRADE, ANGRA DOS REIS, RJ, BRASIL",-22.9625116,-44.442938700000006,"Rua Boa Esperança, Vila Frade de Cima, Cunhambebe, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","22 57m 45.0418s S, 44 26m 34.5793s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA VILA HISTORICA,RUA DAS FLORES,420,VILA HISTORICA,"RUA DAS FLORES, VILA HISTORICA, ANGRA DOS REIS, RJ, BRASIL",-23.0243898,-44.5151183,"Rua das Flores, Praia das Goiabas, Vila Histórica de Mambucaba, Mambucaba, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23955-385, Brasil","23 1m 27.8033s S, 44 30m 54.4259s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA SAPINHATUBA II,RUA 15,S/N,CENTRO,"RUA 15, CENTRO, ANGRA DOS REIS, RJ, BRASIL",-23.01059,-44.3225,"Rua João da Rocha Brasil, 15, 23916, Angra dos Reis","23 0m 38.124s S, 44 19m 21s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA MORRO DA CRUZ,ESTRADA ANGRA GETULANDIA,2920,MORRO DA CRUZ,"ESTRADA ANGRA GETULANDIA, MORRO DA CRUZ, ANGRA DOS REIS, RJ, BRASIL",-22.9833297,-44.3032799,"Rua Prefeito João Galindo, Morro da Cruz, Vila Divinéia - Vila Nova, Cunhambebe, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23906-250, Brasil","22 58m 59.9869s S, 44 18m 11.8076s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA BANQUETA,ESTRADA DA BANQUETA,81,BANQUETA,"ESTRADA DA BANQUETA, BANQUETA, ANGRA DOS REIS, RJ, BRASIL",-22.9690817,-44.28600170000001,"Estrada da Banqueta, Banqueta, Cunhambebe, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23934-200, Brasil","22 58m 8.69412s S, 44 17m 9.60612s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DA CAPUTERA,ESTRADA DA CAPUTERA,16,CAPUTERA,"ESTRADA DA CAPUTERA, CAPUTERA, ANGRA DOS REIS, RJ, BRASIL",-22.9913777,-44.226349,"Estrada da Caputera, Vila Água Santa, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23914-360, Brasil","22 59m 28.9597s S, 44 13m 34.8564s W"
RJ,ANGRA DOS REIS,POSTO DE SAUDE DA JAPUIBA,ESTRADA ANGRA GETULANDIA,S/N,JAPUIBA,"ESTRADA ANGRA GETULANDIA, JAPUIBA, ANGRA DOS REIS, RJ, BRASIL",-22.9694038,-44.3011131,"Estrada Angra Getulândia, Japuíba, Cunhambebe, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23934-200, Brasil","22 58m 9.85368s S, 44 18m 4.00716s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA MARITIMA,PRAIA DO MATARIZ,1,ILHA GRANDE,"PRAIA DO MATARIZ, ILHA GRANDE, ANGRA DOS REIS, RJ, BRASIL",-23.17985,-44.3694,"Praia Vermelha da Ilha Grande, Angra dos Reis","23 10m 47.46s S, 44 22m 9.84s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA MORRO SANTO ANTONIO,MORRO DO SANTO ANTONIO,806,CENTRO,"MORRO DO SANTO ANTONIO, CENTRO, ANGRA DOS REIS, RJ, BRASIL",-23.00597,-44.32095,"Morro do Santo Antônio, Angra dos Reis","23 0m 21.492s S, 44 19m 15.42s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 5,RUA SAO JERONIMO,17,PARQUE PEREQUE,"RUA SAO JERONIMO, PARQUE PEREQUE, ANGRA DOS REIS, RJ, BRASIL",-23.0111646,-44.531348,"Rua São Jerônimo, Vila Margem do Rio Pereque, Parque Mambucaba, Mambucaba, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23955-385, Brasil","23 0m 40.1926s S, 44 31m 52.8528s W"
RJ,ANGRA DOS REIS,COORDENACAO DO PROGRAMA IST AIDS E HEPATITES VIRAIS,PRACA GENERAL OSORIO,36,CENTRO,"PRACA GENERAL OSORIO, CENTRO, ANGRA DOS REIS, RJ, BRASIL",-23.00743,-44.31611,"Praça General Osório, 23900, Angra dos Reis","23 0m 26.748s S, 44 18m 57.996s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 1,RUA 15 DE MAIO,185,PEREQUE,"RUA 15 DE MAIO, PEREQUE, ANGRA DOS REIS, RJ, BRASIL",-23.0166,-44.53265,"Rua Dezesseis de Maio, 15, 23953, Angra dos Reis","23 0m 59.76s S, 44 31m 57.54s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 6,RUA JULIO MARIA,83,PARQUE PEREQUE,"RUA JULIO MARIA, PARQUE PEREQUE, ANGRA DOS REIS, RJ, BRASIL",-23.0116268,-44.52641,"Rua Júlio Maria, Vila Margem do Rio Pereque, Parque Mambucaba, Mambucaba, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23955-385, Brasil","23 0m 41.8565s S, 44 31m 35.076s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA MORRO DA CARIOCA,RUA LINCOLN CORREIA DA SILVA,520,MORRO DA CARIOCA,"RUA LINCOLN CORREIA DA SILVA, MORRO DA CARIOCA, ANGRA DOS REIS, RJ, BRASIL",-23.00918,-44.32237,"Rua Lincoln Correa da Silva, 23902, 23916, Angra dos Reis","23 0m 33.048s S, 44 19m 20.532s W"
RJ,ANGRA DOS REIS,POSTO DE SAUDE DA PETROBRAS,RUA EAP,1,VILA PETROBRAS,"RUA EAP, VILA PETROBRAS, ANGRA DOS REIS, RJ, BRASIL",-23.00382,-44.23221,"Rua P Vila Residencial Petrobras & Rua EAP, 23915, Angra dos Reis","23 0m 13.752s S, 44 13m 55.956s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA VILA CAMPO BELO,VILA CAMPO BELO R 5,445,JAPUIBA,"VILA CAMPO BELO R 5, JAPUIBA, ANGRA DOS REIS, RJ, BRASIL",-22.98384,-44.29605,"Rua Campo Belo, 5, 23932-010, Angra dos Reis","22 59m 1.824s S, 44 17m 45.78s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA SAPINHATUBA I,RUA CINCO,S/N,SAPINHATUBA I,"RUA CINCO, SAPINHATUBA I, ANGRA DOS REIS, RJ, BRASIL",-23.00753,-44.29194,"Rua Irmão Manoel dos Santos, 23910-665, Angra dos Reis","23 0m 27.108s S, 44 17m 30.984s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PRAIA DO FRADE,RUA PAULO SODRE DA NOBREGA,130,FRADE,"RUA PAULO SODRE DA NOBREGA, FRADE, ANGRA DOS REIS, RJ, BRASIL",-22.96346,-44.43707,"Rua Paulo Sodré Nóbrega, 23946-025, Angra dos Reis","22 57m 48.456s S, 44 26m 13.452s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DO MORRO DA CAIXA DAGUA,MORRO DA CAIXA DAGUA,S/N,MORRO DA CAIXA DAGUA,"MORRO DA CAIXA DAGUA, MORRO DA CAIXA DAGUA, ANGRA DOS REIS, RJ, BRASIL",-23.00452,-44.31973,"Morro da Caixa d'Água, Angra dos Reis","23 0m 16.272s S, 44 19m 11.028s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DO FRADE V,RUA HIPOLITO TRAVASSOS,348,FRADE,"RUA HIPOLITO TRAVASSOS, FRADE, ANGRA DOS REIS, RJ, BRASIL",-22.96252,-44.44114,"Rua Hipólito Travassos, 23946, Angra dos Reis","22 57m 45.072s S, 44 26m 28.104s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DO ABRAAO,RUA GETULIO VARGAS,S/N,ABRAAO,"RUA GETULIO VARGAS, ABRAAO, ANGRA DOS REIS, RJ, BRASIL",-23.1411095,-44.1689834,"Rua Getúlio Vargas, Abraão, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23968-970, Brasil","23 8m 27.9942s S, 44 10m 8.34024s W"
RJ,ANGRA DOS REIS,COORDENACAO DO PROGRAMA DE CONTROLE DA TUBERCULOSE,PRACA GENERAL OSORIO,36,CENTRO,"PRACA GENERAL OSORIO, CENTRO, ANGRA DOS REIS, RJ, BRASIL",-23.00743,-44.31611,"Praça General Osório, 23900, Angra dos Reis","23 0m 26.748s S, 44 18m 57.996s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DE JACUECANGA,PRACA DOCE MAR,1,JACUECANGA,"PRACA DOCE MAR, JACUECANGA, ANGRA DOS REIS, RJ, BRASIL",-22.99313,-44.24074,"Praça Doce Mar, 23914-340, Angra dos Reis","22 59m 35.268s S, 44 14m 26.664s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA NOVA ANGRA II,RUA VINICIUS DE MORAIS,S/N,NOVA ANGRA,"RUA VINICIUS DE MORAIS, NOVA ANGRA, ANGRA DOS REIS, RJ, BRASIL",-22.97267,-44.28956,"Rua Vinícius de Moares, 23916, 23933, Angra dos Reis","22 58m 21.612s S, 44 17m 22.416s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DO PONTAL,RUA DOS SABIAS,S/N,PONTAL,"RUA DOS SABIAS, PONTAL, ANGRA DOS REIS, RJ, BRASIL",-22.94757,-44.3288,"Alameda dos Sabiás, 23942-345, Angra dos Reis","22 56m 51.252s S, 44 19m 43.68s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,TRAVESSA ITAPERUNA,71,PEREQUE,"TRAVESSA ITAPERUNA, PEREQUE, ANGRA DOS REIS, RJ, BRASIL",-23.01587,-44.5394,"Travessa Itaperuna, 23954-180, Angra dos Reis","23 0m 57.132s S, 44 32m 21.84s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA SAPINHATUBA III,RUA DA ESPERANCA,S/N,SAPINHATUBA III,"RUA DA ESPERANCA, SAPINHATUBA III, ANGRA DOS REIS, RJ, BRASIL",-23.00882,-44.29117,"Rua da Amizade, 23910-605, Angra dos Reis","23 0m 31.752s S, 44 17m 28.212s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA CAMORIM PEQUENO,RUA NOSSA SENHORA APARECIDA,S/N,CAMORIM PEQUENO,"RUA NOSSA SENHORA APARECIDA, CAMORIM PEQUENO, ANGRA DOS REIS, RJ, BRASIL",-23.0054918,-44.2770253,"Rua Nossa Senhora Aparecida, Camorim Pequeno, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23910-670, Brasil","23 0m 19.7705s S, 44 16m 37.2911s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DO AREAL CAMPO BELO II,RUA ANGRA DOS REIS,1,JAPUIBA,"RUA ANGRA DOS REIS, JAPUIBA, ANGRA DOS REIS, RJ, BRASIL",-22.9814414,-44.2931198,"Rua Angra dos Reis, Areal, Cunhambebe, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23934-200, Brasil","22 58m 53.189s S, 44 17m 35.2313s W"
RJ,ANGRA DOS REIS,CENTRO DE ESPECIALIDADE MEDICA,PRACA GENERAL OSORIO,36,CENTRO,"PRACA GENERAL OSORIO, CENTRO, ANGRA DOS REIS, RJ, BRASIL",-23.00743,-44.31611,"Praça General Osório, 23900, Angra dos Reis","23 0m 26.748s S, 44 18m 57.996s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DA JAPUIBA,RUA CABO FRIO,193,JAPUIBA,"RUA CABO FRIO, JAPUIBA, ANGRA DOS REIS, RJ, BRASIL",-22.979409,-44.3042553,"Rua Cabo Frio, Vila Divinéia - Vila Nova, Cunhambebe, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23934-200, Brasil","22 58m 45.8724s S, 44 18m 15.3191s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA FRADE MODULO III,RUA PROJETADA,151,FRADE,"RUA PROJETADA, FRADE, ANGRA DOS REIS, RJ, BRASIL",-22.96235,-44.29964,"Rua Projetada, 23916, Angra dos Reis","22 57m 44.46s S, 44 17m 58.704s W"
RJ,ANGRA DOS REIS,COORDENACAO DO PROGRAMA DE CONTROLE DA HANSENIASE,PRACA GENERAL OSORIO,36,CENTRO,"PRACA GENERAL OSORIO, CENTRO, ANGRA DOS REIS, RJ, BRASIL",-23.00743,-44.31611,"Praça General Osório, 23900, Angra dos Reis","23 0m 26.748s S, 44 18m 57.996s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 4,RUA DA LIMEIRA,130,PEREQUE,"RUA DA LIMEIRA, PEREQUE, ANGRA DOS REIS, RJ, BRASIL",-23.012637,-44.5273222,"Rua da Limeira, Vila Margem do Rio Pereque, Parque Mambucaba, Mambucaba, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23955-385, Brasil","23 0m 45.4932s S, 44 31m 38.3599s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PORTOGALO,GLEBA G,S/N,PORTOGALO,"GLEBA G, PORTOGALO, ANGRA DOS REIS, RJ, BRASIL",-23.04138,-44.20562,"Portogalo, Angra dos Reis","23 2m 28.968s S, 44 12m 20.232s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA NOVA ANGRA,RUA SILVA JARDIM,309,NOVA ANGRA,"RUA SILVA JARDIM, NOVA ANGRA, ANGRA DOS REIS, RJ, BRASIL",-22.9723766,-44.2925446,"Rua Silva Jardim, Nova Angra, Cunhambebe, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23934-200, Brasil","22 58m 20.5558s S, 44 17m 33.1606s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA MARINAS,ESTRADA DO MARINAS,0,MARINAS,"ESTRADA DO MARINAS, MARINAS, ANGRA DOS REIS, RJ, BRASIL",-23.01154,-44.29767,"Estrada do Marinas, Angra dos Reis","23 0m 41.544s S, 44 17m 51.612s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA PRAIA DO ANIL,RUA LEANDRO JOSE FIGUEIREDO,38,PRAIA DO ANIL,"RUA LEANDRO JOSE FIGUEIREDO, PRAIA DO ANIL, ANGRA DOS REIS, RJ, BRASIL",-23.00409,-44.31097,"Rua Leandro José de Figueiredo, 23904-100, Angra dos Reis","23 0m 14.724s S, 44 18m 39.492s W"
RJ,ANGRA DOS REIS,CENTRO DE SAUDE DO MORRO DO PERES E GLORIA I,RUA A,1,MORRO DA GLORIA,"RUA A, MORRO DA GLORIA, ANGRA DOS REIS, RJ, BRASIL",-22.9988584,-44.3118726,"Rua A, Morro da Glória, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23900-620, Brasil","22 59m 55.8902s S, 44 18m 42.7414s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA SERRA D AGUA,ESTRADA ANGRA GETULANDIA,S/N,SERRA D AGUA,"ESTRADA ANGRA GETULANDIA, SERRA D AGUA, ANGRA DOS REIS, RJ, BRASIL",-22.88732,-44.27641,"Serra d'Água, Angra dos Reis","22 53m 14.352s S, 44 16m 35.076s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA ENCRUZO DA ENSEADA,RUA IVLAIR GARCIA DE OLIVIERA,6,ENCRUZO DA ENSEADA,"RUA IVLAIR GARCIA DE OLIVIERA, ENCRUZO DA ENSEADA, ANGRA DOS REIS, RJ, BRASIL",-22.98691,-44.30738,"Rua Ivan Garcia de Oliveira, 23916, Angra dos Reis","22 59m 12.876s S, 44 18m 26.568s W"
RJ,ANGRA DOS REIS,UNIDADE DE SAUDE CAMORIM,RUA IRMA IRENE,S/N,CAMORIM,"RUA IRMA IRENE, CAMORIM, ANGRA DOS REIS, RJ, BRASIL",-22.999152,-44.2647124,"Rua Irmã Irene, Camorim, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 23914-160, Brasil","22 59m 56.9472s S, 44 15m 52.9646s W"
RJ,ANGRA DOS REIS,ESTRATEGIA DE SAUDE DA FAMILIA DO PROVETA,PRAIA DE PROVETA,S/N,PROVETA,"PRAIA DE PROVETA, PROVETA, ANGRA DOS REIS, RJ, BRASIL",-23.18181335,-44.3409357587792,"Praia de Provetá, Abraão, Angra dos Reis, Região Geográfica Imediata de Angra dos Reis, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil","23 10m 54.5281s S, 44 20m 27.3687s W"
RJ,APERIBE,ESTRATEGIA SAUDE DA FAMILIA PALMEIRAS,RUA CARLOS EDUARDO BOECHAT,5,PALMEIRAS,"RUA CARLOS EDUARDO BOECHAT, PALMEIRAS, APERIBE, RJ, BRASIL",-21.62485,-42.10052,"Rua Carlos Eduardo Boechat, 28495-000, Aperibé","21 37m 29.46s S, 42 6m 1.872s W"
RJ,APERIBE,ESF PONTE SECA PS JOSE MOREIRA DA FONSECA,RUA GENOCY COELHO DA SILVA,S/N,PONTE SECA,"RUA GENOCY COELHO DA SILVA, PONTE SECA, APERIBE, RJ, BRASIL",-21.62492,-42.11832,"Estrada para Ponte Seca & Avenida Genocy Coelho da Silva, 28495, Aperibé","21 37m 29.712s S, 42 7m 5.952s W"
RJ,APERIBE,ESF PORTO DAS BARCAS,RUA DIOMAR DE ALMEIDA BAIRRAL,S/N,PORTO DAS BARCAS,"RUA DIOMAR DE ALMEIDA BAIRRAL, PORTO DAS BARCAS, APERIBE, RJ, BRASIL",-21.66675,-42.09167,"Rua Diomar Almeida Bairrol, 28495-000, Aperibé","21 40m 0.3s S, 42 5m 30.012s W"
RJ,APERIBE,ESF 003 CENTRAL,RUA ANTONIO JOSE MOREIRA,359,SAO VICENTE DE PAULA,"RUA ANTONIO JOSE MOREIRA, SAO VICENTE DE PAULA, APERIBE, RJ, BRASIL",-21.6226,-42.10912,"Rua Antônio José Moreira, 28495-000, Aperibé","21 37m 21.36s S, 42 6m 32.832s W"
RJ,ARARUAMA,POSTO DE SAUDE DE AURORA,RODOVIA 124 KM 6,6,AURORA,"RODOVIA 124 KM 6, AURORA, ARARUAMA, RJ, BRASIL",-22.85598,-42.32852,"Rua Seis, 124, 28970-000, Araruama","22 51m 21.528s S, 42 19m 42.672s W"
RJ,ARARUAMA,PSF FAZENDINHA 2,RUA ANTONIO DA CUNHA,98,PARQUE ALVES BRANCO,"RUA ANTONIO DA CUNHA, PARQUE ALVES BRANCO, ARARUAMA, RJ, BRASIL",-22.84322,-42.32958,"Rua Antônio Alves Branco, 28970-000, Araruama","22 50m 35.592s S, 42 19m 46.488s W"
RJ,ARARUAMA,PSF DE PRAIA SECA,ESTRADA DE PRAIA SECA,S/N,PRAIA SECA,"ESTRADA DE PRAIA SECA, PRAIA SECA, ARARUAMA, RJ, BRASIL",-22.9220622,-42.3554633,"Estrada de Praia Seca, Praia Seca, Araruama, Região Geográfica Imediata de Cabo Frio, Região Geográfica Intermediária de Macaé-Rio das Ostras-Cabo Frio, Rio de Janeiro, Região Sudeste, 28978-110, Brasil","22 55m 19.4239s S, 42 21m 19.6679s W"
RJ,ARARUAMA,PSF DE SOBRADINHO,ESTRADA DE TRES VENDAS,S/N,SOBRADINHO,"ESTRADA DE TRES VENDAS, SOBRADINHO, ARARUAMA, RJ, BRASIL",-22.87192,-42.27829,"Rua Três, Araruama","22 52m 18.912s S, 42 16m 41.844s W"
RJ,ARARUAMA,PSF DE ITATIQUARA,ESTRADA DE MORRO GRANDE,S/N,ITATIQUARA,"ESTRADA DE MORRO GRANDE, ITATIQUARA, ARARUAMA, RJ, BRASIL",-22.83075,-42.35827,"Estrada de Morro Grande, 28970-000, Araruama","22 49m 50.7s S, 42 21m 29.772s W"
RJ,ARARUAMA,PSF DE IGUABINHA,RUA ALMIR GUIMARAES,10,IGUABINHA,"RUA ALMIR GUIMARAES, IGUABINHA, ARARUAMA, RJ, BRASIL",-22.85412,-42.24617,"Rua Almir Guimarães, 28970-000, Araruama","22 51m 14.832s S, 42 14m 46.212s W"
RJ,ARARUAMA,POSTO DE SAUDE DR JOAO VASCONCELLOS,EST DA POSSE,S/N,POSSE,"EST DA POSSE, POSSE, ARARUAMA, RJ, BRASIL",-22.74335,-42.25782,"Estrada da Posse, 28980-000, Araruama","22 44m 36.06s S, 42 15m 28.152s W"
RJ,ARARUAMA,PSF DE MORRO GRANDE,PRACA DE MORRO GRANDE,S/N,MORRO GRANDE,"PRACA DE MORRO GRANDE, MORRO GRANDE, ARARUAMA, RJ, BRASIL",-22.83075,-42.35827,"Estrada de Morro Grande, 28970-000, Araruama","22 49m 50.7s S, 42 21m 29.772s W"
RJ,ARARUAMA,PSF DE PARACATU,ESTRADA VELHA DE RIO BONITO,S/N,PARACATU,"ESTRADA VELHA DE RIO BONITO, PARACATU, ARARUAMA, RJ, BRASIL",-22.83062,-42.36089,"Estrada Velha de Rio Bonito, 28970-000, Araruama","22 49m 50.232s S, 42 21m 39.204s W"
RJ,ARARUAMA,PSF BANANEIRAS,RUA BRAS DE PINA,0,BANANEIRAS,"RUA BRAS DE PINA, BANANEIRAS, ARARUAMA, RJ, BRASIL",-22.82271,-43.28732,"Rua 45 Com Bras de Pina, 21011-200, Rio de Janeiro","22 49m 21.756s S, 43 17m 14.352s W"
RJ,ARARUAMA,PSF MATARUNA,RUA BARAO DE VASSOURAS,S/N,PQ MATARUNA,"RUA BARAO DE VASSOURAS, PQ MATARUNA, ARARUAMA, RJ, BRASIL",-22.86197,-42.34006,"Rua Barão de Vassouras, 28970-000, Araruama","22 51m 43.092s S, 42 20m 24.216s W"
